GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS454401567	2017-01-04 16:56:34	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Amazonas	BR-AM							Careiro da Várzea	L5214385	P	-3.2095360	-59.8704250	2015-11-03	07:10:00	obsr305140	S33441647	Historical	P62	EBIRD	230				0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS453927391	2017-01-03 04:00:30	23051	species	Purple Martin	Progne subis			300				Brazil	BR	Amazonas	BR-AM							AM-070 km 20-30	L5214789	P	-3.1946450	-60.2032410	2015-11-06	13:00:00	obsr305140	S33401391	Historical	P62	EBIRD	45				0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS409563875	2018-07-02 14:00:37	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							Linha C.30--Canutama	L4945965	H	-8.3134874	-63.9321256	2016-05-15	16:30:00	obsr536027	S30061848	Traveling	P22	EBIRD	110	4.000		4	1		0	1	0		Com os amigos Marco Guedes, Viviane De Luccia e Eduardo Fernandes. <br />Submitted from eBird for iOS, version 1.2.1 Build 65		
URN:CornellLabOfOrnithology:EBIRD:OBS427749724	2016-09-05 08:21:14	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Amazonas	BR-AM							Paranã para Urubu	L4902642	P	-3.2395826	-58.6403418	2016-09-04	07:30:00	obsr403476	S31427999	Traveling	P22	EBIRD	300	3.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427645531	2016-09-04 19:21:30	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Amazonas	BR-AM							Paranã Miracoera-arauató - Itacoatiara - -3,252x-58,66 - 4 de set de 2016 11:06	L4901704	P	-3.2524637	-58.6597481	2016-09-04	08:15:00	obsr322912	S31421351	Traveling	P22	EBIRD	200	5.000		6	1		0	1	0		<br />Enviada de eBird Android 1.2.5		
URN:CornellLabOfOrnithology:EBIRD:OBS434372880	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2016-09-17		obsr335033	S31910129	Historical	P62	EBIRD				8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530724602	2017-09-07 19:32:26	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Amazonas	BR-AM							Rio Ariaú	L5135938	H	-3.1118767	-60.4231224	2016-10-03	05:30:00	obsr836858	S39040448	Historical	P62	EBIRD	960	5.000		3	1		0	1	0		As observações foram efetuadas ao longo do rio Ariau, entrando em furos e lagos. Observações tambem em trilhas no interior da floresta, caminhando a pé e usando as trilhas do antigo hotel Ariau Towers. As observações na região duraram dois dias cheios.		
URN:CornellLabOfOrnithology:EBIRD:OBS436208385	2018-05-23 20:38:38	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Amazonas	BR-AM							RDS Mamirauá - Lago Mamirauá	L4989246	P	-3.0226696	-64.8926783	2016-10-07	16:10:00	obsr634351	S32041342	Traveling	P22	EBIRD	212	15.000		6	1		0	1	0		Tour from the Uakari Lodge to the end of Mamirauá Lake. During the tour we saw 7 Red Howler Monkeys, 10 Black-Headed Squirrel Monkeys (endemic from Mamirauá), 1 Uakari Monkey and hundreds of caimans ((mainly Black Caiman).		
URN:CornellLabOfOrnithology:EBIRD:OBS469966983	2017-02-24 08:37:01	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							LT Exercito	L4767822	P	-2.9348977	-60.0149632	2017-02-24	07:37:00	obsr403476	S34756327	Stationary	P21	EBIRD	35			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS471313173	2017-02-28 09:56:02	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							BR-AM-São Sebastião do Uatumã-Rio Uatumã - -2,5809x-57,8554	L5524341	P	-2.5808950	-57.8553550	2017-02-28	06:50:00	obsr622897	S34865206	Stationary	P21	EBIRD	32			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS470169387	2017-08-26 07:55:41	23051	species	Purple Martin	Progne subis			6				Brazil	BR	Amazonas	BR-AM							-2,9146x-60,0090 - 24 de fev de 2017 07:51	L5509971	P	-2.9145820	-60.0089860	2017-02-24	07:30:00	obsr622897	S34774591	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS487601482	2017-04-19 12:51:21	23051	species	Purple Martin	Progne subis			38				Brazil	BR	Amazonas	BR-AM							Rio Jaú--PN Jaú	L5720181	P	-2.1720260	-62.3446012	2017-02-16	18:19:00	obsr561709	S36094304	Stationary	P21	EBIRD	30			1	1		0	1	0			Bando sobrevoando o rio ao entardecer, empoleirando logo na outra margem.	
URN:CornellLabOfOrnithology:EBIRD:OBS528712225	2018-06-03 16:56:53	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Amazonas	BR-AM							Ariaú Amazon Towers Hotel	L1526746	H	-3.0908936	-60.4405117	2017-08-23	14:50:00	obsr622695	S38894744	Traveling	P22	EBIRD	220	2.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526275234	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2017-08-18	14:30:00	obsr630659	S38710608	Traveling	P22	EBIRD	180	24.140		2	0		0	1	0		Speedboat your of islands-		
URN:CornellLabOfOrnithology:EBIRD:OBS573477177	2018-02-02 06:24:56	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							65123 AM-070, Amazonas, BR (-3.224, -60.449)	L6809582	P	-3.2243329	-60.4494971	2017-08-29	15:42:00	obsr412230	S42428687	Stationary	P21	EBIRD	21			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS528815561	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2017-08-19	14:45:00	obsr630659	S38902527	Traveling	P22	EBIRD	180	64.374		1	0		0	1	0		Speedboat tour of A Np with stop and 40 walk on trail at park post on opposite side of river		
URN:CornellLabOfOrnithology:EBIRD:OBS528246356	2017-08-27 19:53:54	23051	species	Purple Martin	Progne subis			80				Brazil	BR	Amazonas	BR-AM							Jau National Park	L6220218	P	-1.9639910	-61.4888470	2017-08-21	05:30:00	obsr630659	S38858150	Traveling	P22	EBIRD	480	24.140		1	0		0	1	0		Mostly from boat		
URN:CornellLabOfOrnithology:EBIRD:OBS536296542	2017-10-02 14:44:49	23051	species	Purple Martin	Progne subis			130				Brazil	BR	Amazonas	BR-AM							Rio Ariaú	L5135938	H	-3.1118767	-60.4231224	2017-09-26	07:30:00	obsr155017	S39422060	Traveling	P22	EBIRD	420	10.000		3	1		1	1	0		AM-70 bridge over Rio Ariau, then down river to derelict hotel Ariau, then back to bridge in rain, and about 30 min on bridge to view marsh nearby. With M CH, G Leite. Mostly cloudy, hot about 85f, little wind.		
URN:CornellLabOfOrnithology:EBIRD:OBS535980825	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2017-09-17	06:35:00	obsr291258	S39400765	Traveling	P22	EBIRD	301	8.352		4	1	G2654715	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS531594530	2017-09-09 22:17:46	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo -- Auto Posto Figueiredo @ KM 100 BR-174	L4828636	P	-2.0993915	-59.9966276	2017-09-04	14:06:00	obsr412230	S39098345	Stationary	P21	EBIRD	25			7	1	G2626143	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS531132327	2017-09-09 22:16:34	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Petrol Station 	L6252464	P	-2.0991150	-59.9958650	2017-09-04	14:06:00	obsr142759	S39069525	Stationary	P21	EBIRD	25			7	1	G2626143	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537001208	2018-12-19 13:24:20	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Manaus--Torre ZF-2 (INPA)	L1282183	H	-2.5856297	-60.1138186	2017-09-29	06:45:00	obsr155017	S39470795	Traveling	P22	EBIRD	377	17.700		6	1	G2663463	0	1	0		INPA tower rd from BR-174 to tower with MCH, and Zena, Pamela, Hevana, and Thiago. Mostly overcast after the passing of a thunderstorm before dawn, brief sun between 9:30 and 11. Temps in low 80s until about 10am, when they rose into mid or upper 80s. Light breeze from S. 		
URN:CornellLabOfOrnithology:EBIRD:OBS531863637	2017-09-10 17:53:19	23051	species	Purple Martin	Progne subis			70				Brazil	BR	Amazonas	BR-AM							Várzea do Iranduba	L3992969	H	-3.2900548	-60.1887971	2017-09-09	07:01:00	obsr425788	S39114731	Incidental	P20	EBIRD				6	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS533797987	2019-07-04 09:49:36	23051	species	Purple Martin	Progne subis			50				Brazil	BR	Amazonas	BR-AM							Novo Airão--Amazonia Park Suites	L3957334	H	-2.6272079	-60.9540816	2017-09-12	08:30:00	obsr412230	S39248781	Stationary	P21	EBIRD	66			7	1	G2642166	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS535237415	2017-10-18 07:58:26	23051	species	Purple Martin	Progne subis			30				Brazil	BR	Amazonas	BR-AM							Rio Madeira--Iguana Island	L1282206	H	-3.3759346	-58.7515354	2017-09-21	05:15:00	obsr155017	S39352484	Traveling	P22	EBIRD	310	2.000		9	1	G2666868	0	1	0		Island near Madeira mouth. FG tour with Kite, Marcelo Barreiro, Cameron Rutt. Overcast, e wind, squall passage during period for about 30 min, temos in low 80s.	CR spotted roosting group of distant dark Progne, presumed sp.	
URN:CornellLabOfOrnithology:EBIRD:OBS536549766	2017-09-28 13:24:08	23051	species	Purple Martin	Progne subis			25				Brazil	BR	Amazonas	BR-AM							Manaus--MUSA / Jardim Botânico Adolpho Ducke (and Tower)	L2597862	H	-3.0074129	-59.9398184	2017-09-28	06:10:00	obsr155017	S39439440	Traveling	P22	EBIRD	203	0.750		2	1		0	1	0		MUSA tower with MCH. Mostly clear, light e breeze, temps in low to mid 80s. Activity died by 8am.		
URN:CornellLabOfOrnithology:EBIRD:OBS532561747	2019-07-04 09:49:36	23051	species	Purple Martin	Progne subis			50				Brazil	BR	Amazonas	BR-AM							Novo Airão--Amazonia Park Suites	L3957334	H	-2.6272079	-60.9540816	2017-09-12	08:30:00	obsr142759	S39163908	Stationary	P21	EBIRD	66			7	1	G2642166	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS543725794	2019-07-04 09:49:36	23051	species	Purple Martin	Progne subis			50				Brazil	BR	Amazonas	BR-AM							Novo Airão--Amazonia Park Suites	L3957334	H	-2.6272079	-60.9540816	2017-09-12	08:30:00	obsr459322	S40075953	Stationary	P21	EBIRD	66			7	1	G2642166	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS543720886	2017-10-22 21:41:42	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Amazonas	BR-AM							Ramal at KM 10	L6267339	P	-2.7155340	-60.9417320	2017-09-11	06:03:00	obsr459322	S40075650	Traveling	P22	EBIRD	333	1.609		7	1	G2696115	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS535439902	2018-06-15 18:45:18	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							RDS Mamirauá--Pousada Uacarí	L2696884	H	-3.0634102	-64.8494196	2017-09-24	07:11:00	obsr105393	S39365047	Traveling	P22	EBIRD	297	4.506		11	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS532561295	2017-10-22 21:32:09	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Amazonas	BR-AM							Ramal at KM 10	L6267339	P	-2.7155340	-60.9417320	2017-09-11	06:03:00	obsr142759	S39163882	Traveling	P22	EBIRD	333	1.609		7	1	G2696115	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537604710	2017-10-01 23:16:22	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Petrol Station 	L6252464	P	-2.0991150	-59.9958650	2017-09-04	14:06:00	obsr459322	S39508480	Stationary	P21	EBIRD	25			7	1	G2626143	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS538206540	2017-10-18 07:58:26	23051	species	Purple Martin	Progne subis			30				Brazil	BR	Amazonas	BR-AM							Rio Madeira--Iguana Island	L1282206	H	-3.3759346	-58.7515354	2017-09-21	05:15:00	obsr57052	S39550671	Traveling	P22	EBIRD	310	2.000		9	1	G2666868	0	1	0		Island near Madeira mouth. Field Guides tour with Kite (Bret Whitney), Marcelo Barreiro, Cameron Rutt. Overcast, e wind, squall passage during period for about 30 min, temps in low 80s.	CR spotted roosting group of distant dark Progne, presumed sp.	
URN:CornellLabOfOrnithology:EBIRD:OBS536146960	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2017-09-17	06:35:00	obsr403476	S39411526	Traveling	P22	EBIRD	301	8.352		4	1	G2654715	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS533736741	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2017-09-17	06:35:00	obsr219707	S39243212	Traveling	P22	EBIRD	301	8.352		4	1	G2654715	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS538128781	2018-12-19 13:24:20	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Manaus--Torre ZF-2 (INPA)	L1282183	H	-2.5856297	-60.1138186	2017-09-29	06:45:00	obsr322912	S39544645	Traveling	P22	EBIRD	377	17.700		6	1	G2663463	0	1	0		INPA tower rd from BR-174 to tower with MCH, and Zena, Pamela, Hevana, and Thiago. Mostly overcast after the passing of a thunderstorm before dawn, brief sun between 9:30 and 11. Temps in low 80s until about 10am, when they rose into mid or upper 80s. Light breeze from S. 		
URN:CornellLabOfOrnithology:EBIRD:OBS532409232	2017-09-18 09:20:41	23051	species	Purple Martin	Progne subis			12				Brazil	BR	Amazonas	BR-AM							Novo Airão--Sítio do Ceará	L6265735	H	-2.5932516	-60.9815718	2017-09-11	16:00:00	obsr412230	S39152854	Traveling	P22	EBIRD	120	0.800		7	1	G2642013	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS543724097	2017-10-22 21:47:31	23051	species	Purple Martin	Progne subis			12				Brazil	BR	Amazonas	BR-AM							Novo Airão--Sítio do Ceará	L6265735	H	-2.5932516	-60.9815718	2017-09-11	16:00:00	obsr459322	S40075838	Traveling	P22	EBIRD	120	0.800		7	1	G2642013	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS535235883	2018-05-23 20:16:20	23051	species	Purple Martin	Progne subis			6				Brazil	BR	Amazonas	BR-AM							Manaus--MUSA / Jardim Botânico Adolpho Ducke (and Tower)	L2597862	H	-3.0074129	-59.9398184	2017-09-22	05:50:00	obsr155017	S39352393	Traveling	P22	EBIRD	184	1.000		6	1		0	1	0		Ducke tower and botanical garden. Fg tour with Kite, Marcelo B. Overcast, low fog at start, then clearing slightly, then downpour at 8:30. Light se wind.		
URN:CornellLabOfOrnithology:EBIRD:OBS536155545	2017-09-26 22:04:27	23051	species	Purple Martin	Progne subis			50				Brazil	BR	Amazonas	BR-AM							Rio Ariaú	L4813834	P	-3.1323540	-60.3639730	2017-09-26	07:35:00	obsr403476	S39412126	Traveling	P22	EBIRD	250	6.437		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS533784786	2017-09-18 09:20:41	23051	species	Purple Martin	Progne subis			12				Brazil	BR	Amazonas	BR-AM							Novo Airão--Sítio do Ceará	L6265735	H	-2.5932516	-60.9815718	2017-09-11	16:00:00	obsr142759	S39247832	Traveling	P22	EBIRD	120	0.800		7	1	G2642013	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS545269628	2017-12-10 10:22:24	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Amazonas	BR-AM							Humaitá--Vicinal 14 de Agosto	L4652124	H	-7.5895589	-62.7606225	2017-10-25	07:29:00	obsr37316	S40190942	Traveling	P22	EBIRD	479	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541334656	2017-10-13 18:52:32	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							Novo Airao Terra Firme - Km 10	L6278488	P	-2.7158881	-60.9410887	2017-10-12	06:00:00	obsr403476	S39904169	Traveling	P22	EBIRD	300	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS545512231	2018-06-15 18:45:18	23051	species	Purple Martin	Progne subis			500				Brazil	BR	Amazonas	BR-AM							RDS Mamirauá--Pousada Uacarí	L2696884	H	-3.0634102	-64.8494196	2017-10-28	15:40:00	obsr634351	S40208835	Traveling	P22	EBIRD	210	30.000		6	1		0	1	0		Trip with tourists to the Mamirauá Lake.	Estimation based on few trees where they were perched	
URN:CornellLabOfOrnithology:EBIRD:OBS538007331	2017-10-03 16:58:20	23051	species	Purple Martin	Progne subis			9				Brazil	BR	Amazonas	BR-AM							69415, Iranduba BR-AM (-3,2326,-60,1668)	L6320204	P	-3.2325870	-60.1667620	2017-10-03	11:35:00	obsr427634	S39535910	Traveling	P22	EBIRD	321	30.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542805551	2018-01-13 21:13:28	23051	species	Purple Martin	Progne subis			75				Brazil	BR	Amazonas	BR-AM							Right bank várzea of Rio Amazonas (south of Itapiranga)	L6361002	P	-2.9190100	-58.0934100	2017-10-15	08:15:00	obsr57052	S40011205	Traveling	P22	EBIRD	45	0.805		5	1		0	1	0		with Mario Cohn-Haft, Bruna Amaral, Hevana Lima, and Zena Casteel. Our attempts to find good land access to Picumnus habitat were stymied here when we were not granted access to bird/collect in the vicinity of someone's property. We hiked east up the lengthening mudflats and through the low vegetation until reaching a powerline cut along the edge of the várzea, at which point we headed south to the only visible house to seek permission.		
URN:CornellLabOfOrnithology:EBIRD:OBS716744583	2019-02-28 21:08:52	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							BR-AM, (-3.6774,-59.0933) Rosarinho, left bank Rio Madiera	L6470715	P	-3.6773970	-59.0932570	2017-11-12	06:12:00	obsr442970	S53236123	Traveling	P22	EBIRD	310	3.219		10	1	G3903257	0	1	0		Birding ashore, terra firme forest		
URN:CornellLabOfOrnithology:EBIRD:OBS549251282	2019-02-28 21:09:05	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Amazonas	BR-AM							BR-AM, (-5.0890,-60.3833) left bank, Rio Madeira, opposite Novo Aripuana Sao Sebastian	L6470725	P	-5.0890190	-60.3833200	2017-11-08	06:07:00	obsr538149	S40491423	Traveling	P22	EBIRD	310	1.609		9	1	G3903265	0	1	0		Walked creekside trail north		
URN:CornellLabOfOrnithology:EBIRD:OBS716744796	2019-02-28 21:09:05	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Amazonas	BR-AM							BR-AM, (-5.0890,-60.3833) left bank, Rio Madeira, opposite Novo Aripuana Sao Sebastian	L6470725	P	-5.0890190	-60.3833200	2017-11-08	06:07:00	obsr442970	S53236137	Traveling	P22	EBIRD	310	1.609		9	1	G3903265	0	1	0		Walked creekside trail north		
URN:CornellLabOfOrnithology:EBIRD:OBS549250637	2019-02-28 21:08:52	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							BR-AM, (-3.6774,-59.0933) Rosarinho, left bank Rio Madiera	L6470715	P	-3.6773970	-59.0932570	2017-11-12	06:12:00	obsr538149	S40491377	Traveling	P22	EBIRD	310	3.219		10	1	G3903257	0	1	0		Birding ashore, terra firme forest		
URN:CornellLabOfOrnithology:EBIRD:OBS561170012	2017-12-29 08:34:33	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Amazonas	BR-AM							Careiro da Várzea	L5878197	H	-3.2649476	-59.8540735	2017-12-13	15:30:00	obsr634999	S41394284	Traveling	P22	EBIRD	30	0.200		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS560511700	2017-12-27 04:08:54	23051	species	Purple Martin	Progne subis			400				Brazil	BR	Amazonas	BR-AM							Estrada Manacapuru	L6611987	P	-3.2209587	-60.6707954	2017-12-11	09:00:00	obsr634999	S41339301	Incidental	P20	EBIRD				7	0		1	1	0			100 + 400 at two different locations	
URN:CornellLabOfOrnithology:EBIRD:OBS592607709	2018-03-27 23:05:09	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Amazonas	BR-AM							Careiro	L7131557	P	-4.2048313	-60.8169022	2018-03-22	07:09:00	obsr623245	S44024033	Traveling	P22	EBIRD	120	2.000		3	1		0	1	0		Guiada por Vanilce e Luiz Fernando Carvalho 		
URN:CornellLabOfOrnithology:EBIRD:OBS587699549	2018-03-13 23:52:24	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							Manaus--Ramal do Pau Rosa	L4606993	H	-2.7944613	-60.0416350	2018-03-13	06:35:00	obsr190695	S43633041	Traveling	P22	EBIRD	30	2.500		1	1		0	1	0		Covered around 12 km of road stopping at different spots		
URN:CornellLabOfOrnithology:EBIRD:OBS589282654	2018-04-10 11:04:03	23051	species	Purple Martin	Progne subis			150				Brazil	BR	Amazonas	BR-AM							Manaus--Pau Rosa--Ramal Bom Destino	L6369207	H	-2.7696641	-60.1650167	2018-03-18	06:39:00	obsr624426	S43756748	Stationary	P21	EBIRD	320			7	1	G3081365	0	1	0		Pau rosa - corrigir horário de início 7:40		
URN:CornellLabOfOrnithology:EBIRD:OBS597987794	2018-04-10 11:19:41	23051	species	Purple Martin	Progne subis			150				Brazil	BR	Amazonas	BR-AM							Manaus--Pau Rosa--Ramal Bom Destino	L6369207	H	-2.7696641	-60.1650167	2018-03-18	06:39:00	obsr267346	S44429017	Stationary	P21	EBIRD	320			7	1	G3081365	0	1	0		Pau rosa - corrigir horário de início 7:40		
